Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.162600873658085,2.291446697906949,2.033755049409222,-0.6382352986306806,-0.9665737362538844,0.2430428545357849,-0.001667759422132192,0.7553987650345192,0.03011639310726839,0.4393371339820552,0.000168429686588021,0.1857016359133872,0.6586093163472219,-0.09562919730057852,0.3865615491540598,-0.8325390560339269,0.02505880055162941,-0.5403910054972206,-2.136473672535739,0.2732040286874383
2,2.156129008800563,2.245358699124116,2.06689931847701,0.7263224165181333,0.7213038510299827,0.2430428545357849,0.2105365127287241,0.1631073885193965,1.353262042121118,0.004282738393398747,0.3922687144935968,0.4540392437241035,1.204796941547031,-0.2378826270838891,-0.3759478908550721,0.02799223042842119,0.01800414142884774,-1.187165422570041,-0.4521428120577565,0.2796684151123488
3,2.168588086162891,2.244563858413955,2.092612313911827,-1.217334416531699,-0.4359412985256422,0.3570066857952322,-0.2045793867685699,0.1631073885193965,0.03011639310726839,-0.4586817295006969,-0.1807111496898916,-0.3506312896889242,-0.5763544837073141,0.03597143596360661,-0.3890982458456807,0.6955838733477129,0.02566804108446372,-0.4845355511622885,-1.082438630897192,0.2772493679817706
4,2.175594764932426,2.251078848524578,2.100110681340273,1.116793909514015,-0.1672271617817774,-0.422955339465258,0.1032819388065923,-0.1066852328703239,0.6984000126974701,0.6586889712686894,-0.09135292428185385,0.2489119290329299,0.2434680014012482,0.1899802276023456,-0.2813100668812568,0.8902654865210552,0.02567904052571152,-0.483527117292224,0.5788497911203389,0.2836253185596183
5,2.161072503125137,2.27614935580111,2.045995650449165,0.9328448496293611,0.9344322828787646,-0.2374225077133904,-0.2045793867685699,-0.9976626755534347,0.1970389210983182,0.2373916888952001,0.5107561486748847,0.1223978789445846,-0.3752637327595357,-0.1292232161928202,0.1334725005773552,-0.5147338831869694,0.02544932992796438,-0.5045870913274783,-0.8143282995048621,0.2782783634287453
6,2.138659358850299,2.237897660244633,2.039421057455967,1.314989768242582,1.240574240571913,1.078084883935037,1.214796236015267,0.7375416131466797,0.1970389210983182,0.2373916888952001,0.5107561486748847,0.7858017015317635,0.3125800308910058,-0.6218705003242164,-0.4993881080076625,-0.6854313559486077,0.02525864672544669,-0.522069015685197,-1.710841883681088,0.2748375844349721
7,2.136278513926021,2.258714656350027,2.013842371502014,-1.417389140657615,-0.1243828657178448,0.2430428545357849,0.6060452466671062,0.7553987650345192,-0.7880305314789559,0.02288455096451572,0.4298490303146063,0.8587412847637457,1.276254116380699,-0.6742021487311137,-0.1549783600862749,-1.349535894955109,0.03348137255170296,0.2317942979726172,-0.3919179335250011,0.2798995554995282
8,2.168050199025631,2.264003282906294,2.072097115144968,-0.6382352986306806,-0.9665737362538844,0.2430428545357849,0.8150645435425627,0.7553987650345192,0.5263044181320351,0.4531507259706208,0.194362245314766,0.5822493865388887,0.04107185054344205,0.0241485237433826,-0.06747992708123048,0.1629436648468313,0.02505880055162941,-0.5403910054972206,-0.2901685772668576,0.2802900649729174
9,2.151760330102984,2.250028721300355,2.053491938905613,-0.2470382221676708,0.6663607002218684,0.4179504033089071,0.5049710646781944,-0.1308643681123458,0.03339367285662971,0.6586889712686894,0.4802894854727512,0.2489119290329299,0.3888628099370556,-0.3339074270500834,-0.2986840458525206,-0.3201062467793961,0.03572112076631747,0.4371354520503779,-0.3919179335250011,0.2798995554995282
10,2.104054620601054,2.224942533239592,1.983166707962515,-0.3457794439840595,0.820104493051424,0.717510472638044,0.7119646092439427,1.027025756403926,-0.4436214741405826,0.02288455096451572,0.5938304266560648,0.7153983337298552,1.971613884920765,-1.382492486580189,-0.7137260462724184,-2.14597428238016,0.02524656914547369,-0.5231762938131311,0.3769733372247337,0.2828505257687877
