Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.088136086591323,2.119130996510445,2.057141176672202,-1.977159702706206,0.9554542892996246,0.856823982237084,-0.4078037189516766,-0.5226286991456581,-0.3686415035304819,-0.3936315724815189,-1.217225589270969,-0.3520682561327276,-1.117659772457953,1.405729178882797,1.151230864843388,1.421834910440619,0.03241619566859178,1.930163039199049,-0.6794940966007882,0.2665475857534305
2,2.045713237215743,2.078235099727528,2.013191374703958,-1.977159702706206,-0.429915443041353,0.856823982237084,1.483488490080539,0.5303176353490728,-0.9433881136966269,-0.3936315724815189,0.227469755868909,-0.3520682561327276,-0.05418013480493462,-0.2610669818546876,-0.1687620808770366,-0.3193416566662351,0.02485056928025533,-0.7692219400502128,-0.9143673012066561,0.2656364527771382
3,2.05558827781465,2.078248473894039,2.032928081735261,0.7465640745791265,0.9554542892996246,0.856823982237084,-0.4078037189516766,-0.5226286991456581,-0.3686415035304819,0.3678734887294589,0.6219246136382958,-0.3520682561327276,-0.9337353531578291,0.1269239239815333,-0.1683304041848069,0.4625752179442449,0.02465718259851474,-0.8382215280661081,-0.3251660755905016,0.2679221143843513
4,2.081112112747691,2.148001886798256,2.014222338697127,-1.198029504794011,0.259932467991225,-0.9894672538752018,-0.1364642151728705,-0.04198549603492194,-0.3686415035304819,0.3678734887294589,0.6219246136382958,-0.3520682561327276,-0.05418013480493462,1.129756847744998,2.083093827009741,-0.2784975512085202,0.03214903282035163,1.834840412553792,-0.6794940966007882,0.2665475857534305
5,2.033065728433334,2.07006129812689,1.996070158739778,0.3664751457397158,-0.5058178971173586,-0.6732280809187021,-1.180324619132376,-0.880232569488718,-0.3174536304642792,-0.01400886204789032,0.4220756116581438,1.405888841173629,0.3906714538198182,-0.7579883200415627,-0.4325870927072737,-0.9976395943621715,0.02811351365100861,0.3949834502815259,-0.6794940966007882,0.2665475857534305
6,2.026520716910245,2.038819095123365,2.014222338697127,1.333814418169872,-1.52317502530486,0.01116846713987371,0.01939246286064853,0.1218583141186526,-0.03118886201561036,0.04208382951334357,-0.09772591278677113,0.4387505771015303,-0.392922129602491,-1.015142194409695,-1.440988688405869,-0.2784975512085202,0.02789641763258353,0.3175244665687018,0.3133675898834944,0.2703991490893636
7,2.031597918771195,2.060913821640975,2.002282015901415,-0.802557923880949,-0.429915443041353,0.5565453021284691,1.483488490080539,0.5303176353490728,-0.03118886201561036,-0.8276114547801677,-0.09772591278677113,0.4387505771015303,-0.5871005585916789,-0.8156586450092725,-0.7278393156049702,-0.7515420093065535,0.02811351365100861,0.3949834502815259,0.2427578518777407,0.2701252359333169
8,2.066365136712561,2.105930729610596,2.026799543814526,0.3664751457397158,-0.5058178971173586,-0.6732280809187021,-0.1364642151728705,-0.04198549603492194,-0.3686415035304819,-0.3936315724815189,0.6219246136382958,1.229858127599171,1.018568248381839,0.5503473219908945,0.7251671137067127,0.2197785239814441,0.02465718259851474,-0.8382215280661081,1.690311739533942,0.2757406661149632
9,2.106583082960949,2.12921182058977,2.083954345332128,1.151789887119588,0.2081730625918982,-0.5063177511177955,-0.9297758466073118,-1.566481461036902,0.8946779663731376,0.3678734887294589,0.6219246136382958,1.229858127599171,-0.9337353531578291,2.130512713666507,1.476608658669301,2.484102744873177,0.0244667767945954,-0.906157550898812,0.6692382390450933,0.2717796619677476
10,2.094152310726809,2.148001886798256,2.040302734655361,-1.565073629664875,-1.21423859630311,-0.8342856759793246,-0.4078037189516766,-1.566481461036902,-0.7029030232501037,-0.8276114547801677,-0.09772591278677113,-1.142591770240788,0.4810572469608033,1.642106966767432,2.083093827009741,0.7547397392838974,0.02789641763258353,0.3175244665687018,0.8829438663705655,0.2726086805209803
