Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.085203157643893,2.134984333635942,2.035421981651844,0.006874629123489549,-0.6835498742206799,-1.397871634884664,-0.8857710257246942,-0.02571584570222818,0.6736846217003589,0.249042855679668,0.2091972051341213,-1.075203661788086,-1.58430106990648,1.219706161871515,0.9457778297623768,1.230522947691627,0.02544932992796438,-1.034329335633895,0.1060835212338017,0.2733095535431245
2,2.079168142850119,2.134984333635942,2.023351952064295,0.9962707864954133,-0.6835498742206799,-1.397871634884664,-0.8857710257246942,-0.02571584570222818,0.6736846217003589,1.289067836365855,-1.485809920325329,-1.075203661788086,-0.4196054008875653,0.9531091929017832,0.9457778297623768,0.6362052482480229,0.02565536696823873,-0.9874702565011775,0.8982013785492134,0.2772493679817706
3,2.049354181408104,2.089178321519464,2.009530041296743,-0.3211886735354799,-0.6835498742206799,-1.397871634884664,-0.8857710257246942,-0.02571584570222818,0.4280106651982883,1.344700137777026,0.8143196460611511,0.1300090234915569,0.6110737870123326,-0.3639234946768571,-0.4872760054171938,-0.04437354815862286,0.02544932992796438,-1.034329335633895,0.8982013785492134,0.2772493679817706
4,2.07688100552459,2.130410058984884,2.023351952064295,0.1830103183005114,0.1342007442987379,-0.5051601504479607,-0.1004768955420228,0.5698916231372754,0.1700412991272424,-0.3792802476044724,-0.03583196604963989,-0.8642805391380846,-1.130565150732441,0.8520748293684122,0.8026703744529387,0.6362052482480229,0.02544932992796438,-1.034329335633895,-0.528860049763385,0.2701514883314421
5,2.034172838766811,2.070794863858138,1.997550813675484,2.503857858678186,1.774654207989718,1.59942695262108,1.033736209317873,1.885100799066393,0.1883717074230137,0.249042855679668,0.2091972051341213,-1.075203661788086,-0.4196054008875653,-1.034559784953178,-1.062407593786764,-0.6342202382050162,0.02544932992796438,-1.034329335633895,0.1060835212338017,0.2733095535431245
6,2.068014185396561,2.112676418728827,2.023351952064295,0.690313948292465,0.953610684632603,0.09187532448486363,1.149625931039071,-0.02571584570222818,0.1700412991272424,0.76751514526828,-1.734570529929313,-0.8642805391380846,-1.130565150732441,0.460382770391057,0.2478685044273082,0.6362052482480229,0.0337235213130411,0.8474730255157631,0.1060835212338017,0.2733095535431245
7,2.060369360229621,2.126303067398851,1.994435653060392,-1.122264766152726,-0.8774634342533579,-0.8031122167322395,0.3672786269158657,0.523059386658118,0.1700412991272424,-0.3792802476044724,-1.230619045670585,0.7166925090541976,1.196079369870948,0.1226723773838891,0.6741819998603452,-0.7876080221147564,0.02566804108446372,-0.9845877776307138,-1.688754449984223,0.2643824368410713
8,2.058632640726831,2.1072706084603,2.009994672993361,-1.631296803972452,-0.05276152819509537,0.09187532448486363,1.149625931039071,1.168248371795345,-0.3329141507759935,-0.9033609939418404,0.2091972051341213,-1.075203661788086,-1.58430106990648,0.0459527385402248,0.0787462259397981,-0.02149548982247794,0.03345050600913971,0.7853810554849215,-1.138294717023014,0.2671202986173022
9,2.08303478125472,2.154701771946038,2.011367790563401,-0.8222487436372516,0.1342007442987379,-0.5051601504479607,-0.1004768955420228,-0.6185308079240797,0.6736846217003589,1.289067836365855,0.2091972051341213,-1.075203661788086,-0.4196054008875653,1.123918066449533,1.562643373926093,0.04611561828394552,0.03245175753083324,0.5582353252010543,-0.7090981893557817,0.2692550247329979
10,2.071266133165401,2.131164475767401,2.011367790563401,0.690313948292465,-0.05276152819509537,0.3877412770199228,1.149625931039071,-0.02571584570222818,0.1700412991272424,-0.3792802476044724,-1.734570529929313,-0.8642805391380846,0.02826904175933701,0.6040376657054731,0.8262725134202032,0.04611561828394552,0.02543533116911853,-1.037513078458215,-0.7090981893557817,0.2692550247329979
