Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.075558243908515,2.124316944002504,2.026799543814526,0.7426921157421602,0.8372861577684171,0.6272962515233693,0.3829627536866277,-0.3771868679416472,-1.223514208446502,-1.25923509766485,-1.382847282807703,0.4999022099807807,0.5654571963982348,0.86744994529298,0.7408314201344735,0.7658940686062393,0.02811351365100861,1.526094959396506,1.210753377557511,0.2701252359333169
2,2.086220220920564,2.152803122907745,2.019637318933384,0.6975637835023565,0.8743398149293934,0.4953645927572878,-0.08120781621441767,-1.499761565886645,-1.223514208446502,-0.9825492275263656,-0.413011311081054,0.4999022099807807,0.9425111798147832,1.114023195118178,1.299584889106683,0.6186294448560417,0.02789641763258353,1.492843234957219,1.560870059247123,0.2718917263876919
3,2.059466524776131,2.060643220139673,2.058289829412589,0.09610032224993913,0.6686396326988899,1.040886845051929,1.312113820915184,-0.3100165649291178,-1.414397977927571,-1.709239746144127,-1.276349509438519,0.5735019775823916,0.412274904936963,0.4953062539998724,-0.5081221235852595,1.413375142901325,0.02833400839307069,1.559867252672767,1.538659000733207,0.2717796619677476
4,2.066303277108763,2.08806130178211,2.044545252435416,0.8341742519901298,0.7402011025817093,0.7815868329224948,1.059381113358601,-1.022015854936563,-1.032360942987635,-1.431285042199317,-1.055059639920826,0.2945174362621225,0.4924697252998134,0.6534157902521056,0.02968072744774619,1.130768831212013,0.02465718259851474,0.9967026261688875,0.8338739840600633,0.2682237159947322
5,2.078180059181958,2.124316944002504,2.032043174361412,0.4641307147166413,0.8372861577684171,1.114143945443708,0.3829627536866277,-1.104887147478646,-1.223514208446502,-0.9825492275263656,-1.167081104119063,0.3603978154064059,0.9425111798147832,0.9280831197674311,0.7408314201344735,0.873709906894892,0.02833400839307069,1.559867252672767,1.286471790208935,0.270507268153329
6,2.047301651782158,2.050380675315095,2.044222628249222,0.3773617373767486,0.6686396326988899,0.6272962515233693,0.3829627536866277,-0.3100165649291178,-1.032360942987635,-1.121294680180675,-1.276349509438519,0.428863386096344,0.7912727356101664,0.2139764157864835,-0.709420884654294,1.124135259915232,0.02504700724928122,1.056410500873194,0.9345215616787483,0.2687315266601977
7,2.056853507452096,2.106319731005794,2.007387283898397,1.110072450107112,1.008769935034178,0.7015745616944011,0.1265291062795112,-1.824375382983218,-1.414397977927571,-1.396359306356598,-0.5207017470035773,0.5735019775823916,0.7912727356101664,0.43487654450896,0.3878179385020398,0.3667528519967627,0.01757200605441464,-0.08850538343550957,1.265042697394308,0.2703991490893636
8,2.04251444311071,2.065488329237558,2.01954055698386,0.8341742519901298,0.7402011025817093,0.7015745616944011,0.1265291062795112,-1.824375382983218,-1.588205550770887,-1.396359306356598,-1.486557152535408,0.5735019775823916,0.412274904936963,0.1032654661777549,-0.4130858070263491,0.6166398937980397,0.02834714078445963,1.561878688270995,1.103762209235887,0.2695854191024521
9,2.077710926882209,2.110876601329001,2.044545252435416,0.8341742519901298,1.008769935034178,1.114143945443708,1.312113820915184,-0.3100165649291178,-1.312349834391221,-1.238973754672649,-0.8986362680350661,0.2366231732423285,0.2239588420020504,0.9172337739456943,0.4772004811455655,1.130768831212013,0.01756278944538774,-0.08991705439037401,1.103762209235887,0.2695854191024521
10,2.08059642756092,2.100947377101949,2.06024547801989,0.5618585369614728,0.7402011025817093,0.7015745616944011,0.3829627536866277,-0.3100165649291178,-0.4331725538997902,-0.6714342176849247,-1.167081104119063,-0.3165188071157322,-0.4216962504382479,0.9839650451647667,0.2824397693097119,1.4535858122284,0.02483753502677039,1.024326482607244,0.4093152113185147,0.2660816329161715
