Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.105231425046084,2.150833735465747,2.059629114626422,-1.19931689853833,-0.8761203677358697,-0.4791229031582068,0.09922800344587021,0.4871646006640612,1.080250118781916,-0.6212272561818043,-1.309393626476626,-1.210445584598358,-1.573171276631118,1.495719654201136,1.480996790632833,1.471313718369546,0.02528527853123529,0.9560975098433179,-0.4979229114649116,0.2679989485561429
2,2.08791892189293,2.14004883217481,2.03578901161105,-0.7940782864572835,-0.7868853801887927,-1.228731370763553,-0.1655652063283978,0.4816764126738403,0.7713510291099162,0.6409382879321277,-0.6577450110882601,-0.9323226183915024,-1.07426085625455,1.362240101940628,1.400836416033771,1.28546797941093,0.02548153226283533,0.9839193614158274,-0.4979229114649116,0.2679989485561429
3,2.069512213074314,2.103235414537579,2.03578901161105,-0.7523534861488907,-0.8761203677358697,-0.8793612050767705,0.09922800344587021,1.038588322629637,0.6107421461425527,0.2058115904016633,-0.9418430119401832,-1.087044163906928,-1.179068844087568,1.220324214332499,1.127215293204405,1.28546797941093,0.02398082300932295,0.771171762864159,-0.3318703792074169,0.2693499951421328
4,2.048219049603905,2.122167334362666,1.974270764845143,-1.016356492611423,-1.359902127391517,-0.7171566500665049,-0.2876283153571404,0.7622215478615835,0.7713510291099162,-0.2274536900693018,-1.225757971074401,-1.241720266108444,-1.07426085625455,1.05615373585826,1.267929562411967,0.8059019296217899,0.02548153226283533,0.9839193614158274,-0.2218797753624092,0.2702449072991201
5,2.064839928934589,2.132205752234764,1.997474105634415,-1.111687837128746,-0.8761203677358697,-0.8793612050767705,-0.9115971731646992,-0.04230622943636115,0.7713510291099162,-0.2274536900693018,-1.225757971074401,-1.241720266108444,-1.283473321653559,1.18430086233728,1.342541574713046,0.9867837828801453,0.02527800695827793,0.9550666574775116,-0.8209202657326498,0.2653709580832815
6,2.036054070703284,2.080293321440527,1.991814819966041,-1.19931689853833,-1.580820413307731,-1.354148038473564,-0.9115971731646992,0.514597061592975,1.404551518868021,0.1685860168318631,-1.140020576195565,-1.271814046891082,-1.154283940027384,0.9623616410612977,0.9566948233276112,0.9426667702003552,0.02548153226283533,0.9839193614158274,0.1547854518529045,0.2733095535431245
7,2.015493671334328,2.051642258770082,1.979345083898575,-1.237925193881322,-1.228565853984456,-0.6803614199093432,-0.4068721301433589,0.536532865980882,1.262632942165552,0.2058115904016633,-0.9418430119401832,-1.087044163906928,-1.179068844087568,0.8038407802829732,0.7437416002556707,0.8454588297571941,0.02527800695827793,0.9550666574775116,-0.995964495053614,0.2639467527116068
8,2.034401512666213,2.103098921625888,1.965704103706537,-1.421747290410427,-1.007934416690717,-0.4425844160844696,-0.01915055058694528,0.7758690772261831,0.8197525111817989,0.7478248464845274,-0.8204786883716918,-0.9323226183915024,-1.020773439337159,0.9496204039957276,1.12620078963065,0.7391204451338377,0.03295848875222696,2.043887862223269,-0.3318703792074169,0.2693499951421328
9,2.051019362142259,2.031077610324178,2.070961113960342,2.575837547445949,-0.8761203677358697,-1.431025314566085,-1.19411112969291,-0.05893788959744722,0.6259122950809658,1.467795615106479,-1.024862351788032,-0.6823827430085111,-0.7265137230772599,1.077744170268722,0.5908918362427624,1.559652421802699,0.03029520713772554,1.666328540571955,-3.012396040569499,0.2475405412650566
10,2.000234115903648,2.017111943366618,1.983356288440679,-1.016356492611423,-0.6557719334156689,-0.166834527951866,0.03315287457487023,0.849505711502397,1.735074944611383,1.032871063706148,-0.5732569559424182,-1.017730040425973,-0.9424626734910412,0.6861894730997896,0.4870899694439593,0.8767282110916946,0.01772648457547988,-0.1154726549104875,-0.7162049864835681,0.266222948827458
