Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.001899620613961,2.006764180866419,1.997035060361503,-0.1468202451877672,-1.08375081337893,-1.062928421458487,-0.9957853681087163,-0.758240163476336,-0.7059011452497549,-0.6287538183475414,-0.9425406941800536,-1.204405766352445,0.08691616575589864,0.9682765196609178,0.9338447490908129,1.001976488619146,0.02723673553514216,0.3743840019193245,-0.7152009829851613,0.2666456983654095
2,2.018263577042312,2.027483375050092,2.009043779034531,-0.1468202451877672,-1.08375081337893,-0.7313809228523775,-0.8108278165880594,-1.00114512494102,-0.3835284912879686,-0.734819303321635,-0.6700055936356742,-1.000821838318181,-0.9512840143094438,1.131254289308522,1.086647652869943,1.179399998718742,0.02745856618574883,0.4136018397952131,-0.5660405631228992,0.2703991490893636
3,1.967368305047958,1.965568301369464,1.969168308726451,0.246129929406277,-1.175639094982856,-0.9265129572453364,-0.6345529260479708,-0.3189805506626287,-0.4533617983917128,-0.6287538183475414,-0.9425406941800536,-1.204405766352445,0.08691616575589864,0.6243598868719008,0.6300274309525454,0.5902575513382434,0.03116329731728984,1.068567889316279,-0.7190999334371218,0.2665475857534305
4,2.011214585587469,2.002434048937402,2.019995122237536,0.1938585536580163,-1.08375081337893,-1.062928421458487,-0.7550125798176142,-0.758240163476336,-0.2600176138053723,-0.6287538183475414,-0.5901705167395929,-0.4812520996611532,0.8874864261713904,1.061049451584504,0.9019102671493374,1.341201253647517,0.02426712733661376,-0.1506183481450054,-0.7152009829851613,0.2666456983654095
5,2.041116226189056,2.066563782637274,2.015668669740837,-0.4829080459592768,-1.664992730788343,-1.062928421458487,-0.9357243617069941,-1.048406729416369,-0.5801556959037641,-0.9141875197579784,-0.8579187009015715,-1.395073917702051,-0.4449324938324721,1.358856569037324,1.374863483430519,1.277279830459581,0.02725151295952689,0.3769965292331034,-0.4965789806370114,0.2721470700680617
6,2.025732403385842,2.036832511321067,2.014632295450618,0.1638419955790681,-0.9814718155727384,-0.867444659278317,-0.8754237410293731,-0.8539722782956436,0.4350099233005417,-0.6287538183475414,-0.5901705167395929,-0.4812520996611532,0.08691616575589864,1.205640496866793,1.155597012452535,1.261967858437058,0.03380134177089292,1.534952491299168,-0.5940302075600098,0.2696948218202885
7,1.947562789188009,1.949700452248015,1.945425126128002,0.3658902856162712,-0.4028206742077105,-0.867444659278317,-0.6899755174039724,-0.5580744877402759,-0.5461719182446204,-0.6113567862225595,-0.8127713651060423,-0.1986093301061816,1.606114181070172,0.4271057071930587,0.5130029269591837,0.2394625238042868,0.02744344955272977,0.4109293431796672,-0.8090314746291031,0.2642845617641909
8,1.964066858619353,1.95382437147573,1.974309345762976,1.010230643348353,-0.1125081634136314,-0.7313809228523775,-0.8108278165880594,-0.9434907911572252,-0.9283436447339324,-0.930908267806164,-0.9892365719441931,-1.285248207691365,-0.2324693371598101,0.5914789403904743,0.5434166017073055,0.6662141010258446,0.03164046298004228,1.152926861129186,-0.7236955538800507,0.2664319422409326
9,1.991485053914795,1.985935047468088,1.997035060361503,0.3658902856162712,-0.7921507312357811,-0.867444659278317,-0.8754237410293731,-0.612346554605125,-0.7059011452497549,-0.8072136830455847,-0.9425406941800536,-0.4812520996611532,0.8874864261713904,0.8645520408096167,0.7802310497233114,1.001976488619146,0.02765331593774861,0.4480319971220278,-0.6179119812393903,0.2690938644028385
10,2.008036309429245,2.027867958907751,1.988204659950738,1.010230643348353,-0.4999108754899467,-0.7900572698651335,-0.6957963426980144,-0.758240163476336,-0.2600176138053723,-0.6287538183475414,-0.5901705167395929,-0.4812520996611532,1.525788993256168,1.029395226528384,1.089483937412469,0.871511225911176,0.02745856618574883,0.4136018397952131,-0.5660405631228992,0.2703991490893636
