Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
1,2.067655517016117,2.09364322545881,2.041667808573424,1.289393879222014,0.1183893430990943,-0.6535997348404389,-0.587330056976273,-0.2971493932412063,0.300627641808335,0.8972626301423682,-1.760233560225407,-2.695821821834666,-2.318386779073566,0.6457137308975609,0.04955443655806223,1.080398468924086,0.02544932992796438,-0.6809870258369276,-0.4944604126875782,0.2684347671689108
2,2.054735587485756,2.111920361296028,1.997550813675484,0.08876481608299785,0.1183893430990943,-1.070953390028185,-0.587330056976273,-0.2971493932412063,0.8735789478951634,0.527907071273727,0.7061457738422754,-0.4399749705859338,0.5612564287845431,0.2134565617278832,0.5953724244684568,-0.2098842618860391,0.02525864672544669,-0.70882687048745,-0.5539720908770569,0.2679077898264049
3,2.05945895894527,2.089178321519464,2.029739596371076,0.08876481608299785,0.1183893430990943,1.236254489592976,-0.587330056976273,-0.2971493932412063,0.300627641808335,0.0507259430382483,-0.1164853409406878,-0.9517657210961716,-1.280253901261809,0.3714846044682458,-0.08378291487883753,0.7315359444087037,0.02523290214316741,-0.7125855926076178,-0.1987766586134289,0.2710530539268152
4,2.037909765476452,2.089178321519464,1.986641209433439,0.08876481608299785,-0.882563149111317,-1.070953390028185,-0.587330056976273,0.6840712236331848,-0.2450265356373484,0.527907071273727,0.7061457738422754,-0.07926739236422337,0.2926457832618377,-0.3494785667961078,-0.08378291487883753,-0.528955721445972,0.02565536696823873,-0.6509055130568014,0.05605038643920479,0.2733095535431245
5,2.05319726006017,2.107314803569158,1.999079716551183,0.08876481608299785,0.1183893430990943,-1.455859128343776,0.02717292492685448,1.676193332803549,0.6806824285363658,0.8972626301423682,-0.1164853409406878,-0.9517657210961716,0.5853883539560327,0.1619893260376897,0.4578346683301773,-0.1651686827274051,0.02544932992796438,-0.6809870258369276,-0.2104058155757322,0.2709500774620604
6,2.075214490335388,2.107314803569158,2.043114177101619,1.150054049919457,0.4291333947093264,0.2857385992244434,0.7461816691110412,0.720039146530286,1.039364601401586,0.8239736440653188,0.3638542845394951,-0.9517657210961716,-0.233693735269102,0.8986114267509999,0.4578346683301773,1.122700179152418,0.03345050600913971,0.4871887556702387,-0.6533677944746266,0.2670276384791082
7,2.073735548055327,2.130410058984884,2.017061037125769,-0.3723917343840329,-0.6907027815080103,0.08253041516435841,0.4449788992047541,1.209469474014586,1.606395492813133,1.369887095697266,0.7061457738422754,1.311337831369648,0.2926457832618377,0.849131017291916,1.147538238602889,0.3607281393073314,0.03628216791414193,0.9006128354905305,0.05605038643920479,0.2733095535431245
8,2.092220684158558,2.154701771946038,2.029739596371076,-0.8306773264743569,-0.882563149111317,-1.455859128343776,0.02717292492685448,-0.3594451524985685,0.300627641808335,0.0507259430382483,-0.1164853409406878,-0.5616224566833631,-0.4506147986348985,1.467581186460557,1.872972136421543,0.7315359444087037,0.02925161893908598,-0.1258508943457916,-0.6533677944746266,0.2670276384791082
9,2.076102344847321,2.089178321519464,2.063026368175177,1.150054049919457,0.4291333947093264,0.2857385992244434,0.1514043594350543,0.720039146530286,0.6697479863618647,0.4727147088480896,0.120611921916675,-1.136852720819208,-1.690029468779856,0.9283160375277506,-0.08378291487883753,1.705068863471017,0.02564102564102564,-0.6529993541315432,-0.4018285284507604,0.2692550247329979
10,2.081814295932924,2.107314803569158,2.05631378829669,0.5527609680677517,0.9291232203161681,0.08253041516435841,1.054963572360342,1.209469474014586,0.8541917806872866,1.287872708748228,1.182914125278045,1.311337831369648,0.5612564287845431,1.119418612885958,0.4578346683301773,1.508747107729694,0.02544932992796438,-0.6809870258369276,-0.1987766586134289,0.2710530539268152
