Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,Left_Average,Right_Average,delta_Sub_P1,delta_Sub_P2,delta_Sub_P3,delta_Sub_P4,delta_Sub_P5,delta_REB_P1,delta_REB_P2,delta_REB_P3,delta_REB_P4,delta_REB_P5,delta_Left_Average,delta_Right_Average
2.384337450593468,2.379913911293891,2.388760989893046,-0.6013265098412977,-0.08766553850931105,0.06596293477919209,-0.05300900878433869,-0.08934151960228498,1.437248024725598,0.1895780389878665,1.2928040606859592,0.028297611345108727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.404430148583477,2.469236688377103,2.339623608789851,-0.6013265098412977,-0.2359668948558055,0.06596293477919209,-0.289196366675484,-0.7722029208731965,0.2574417842118933,-1.5725765977142885,1.2751994082106657,-0.6420032376209441,0.020092697990009345,0.08932277708321168,-0.04913738110319521,0.0,-0.14830135634649444,0.0,-0.2361873578911453,-0.6828614012709115,-1.1798062405137049,-1.7621546367021552,-0.017604652475293525,-0.6703008489660529
2.260350431576498,2.358104267776325,2.16259659537667,-2.410159422417435,-2.434227198929096,-2.0218913371996408,-1.7147521974847082,0.1191159666275468,2.7468540946621234,-0.0884003969241558,0.3873329346765924,-0.9264819912452396,-0.1440797170069792,-0.11113242060077776,-0.17702701341318106,-1.8088329125761369,-2.1982603040732904,-2.087854271978833,-1.4255558308092242,0.8913188875007433,2.48941231045023,1.4841762007901331,-0.8878664735340733,-0.2844787536242954
2.3197723686455105,2.4598855603957395,2.179659176895284,-2.834198594059782,-3.412385758060244,-3.4832324356605016,-2.9072998552321936,-2.5100347633336844,-1.634364120019524,-2.8348071236324333,0.14254655076330147,-2.933843544464703,0.05942193706901256,0.10178129261941438,0.01706258151861384,-0.4240391716423471,-0.978158559131148,-1.4613410984608608,-1.1925476577474854,-2.629150729961231,-4.381218214681647,-2.746406726708277,-0.2447863839132909,-2.0073615532194635
2.233673519134665,2.320716730038124,2.146630308231206,-2.2195896218956994,-2.968907956137429,-2.752645894194408,-2.4726762979453643,-2.522931422230395,-0.9383489575573584,-2.633303913090885,0.3025045958741733,-2.5953893818652625,-0.08609884951084545,-0.13916883035761576,-0.03302886866407784,0.6146089721640826,0.4434778019228149,0.7305865414660935,0.4346235572868298,-0.012896658896710544,0.6960151624621657,0.2015032105415484,0.1599580451108718,0.3384541625994406
2.414689990731619,2.548157908949785,2.281222072513453,-3.046413564053145,-2.694585458601997,-2.8221497994191385,-2.6030203718555223,-2.326174904108667,-0.3405722277355721,-0.7047539693252695,0.3006141899079432,-2.114024761177149,0.181016471596954,0.2274411789116613,0.13459176428224714,-0.8268239421574455,0.2743224975354321,-0.06950390522473038,-0.13034407391015845,0.1967565181217279,0.5977767298217862,1.9285499437656155,-0.00189040596623008,0.4813646206881135
2.056047928399978,2.100947377101949,2.0111484796980057,0.3895502765316906,0.4486544601318472,0.5629856170319658,-1.30625687358554,-0.8566852609347618,-1.9130645787630305,-2.304773903531301,1.4012697043726945,-0.9761826052549092,-0.3586420623316409,-0.4472105318478361,-0.2700735928154474,3.4359638405848365,3.143239918733844,3.3851354164511043,1.2967634982699825,1.469489643173905,-1.5724923510274582,-1.6000199342060313,1.100655514464751,1.1378421559222398
2.080757236915273,2.124192816566147,2.0373216572643997,0.3895502765316906,0.4486544601318472,0.5629856170319658,-1.30625687358554,-0.8566852609347618,-0.9897339622076344,-1.235519770270165,1.4160952894818717,-0.7088690719396252,0.024709308515294737,0.023245439464198103,0.02617317756639404,0.0,0.0,0.0,0.0,0.0,0.9233306165553958,1.0692541332611358,0.01482558510917742,0.267313533315284
2.068073537201578,2.123659661651234,2.012487412751923,2.265787950388559,-0.5313813861577792,-1.1477351612791542,0.1980704920799873,-0.6304750056283394,-0.8824757264366053,-0.5255711354689729,1.587725435167103,-0.5264277025741197,-0.012683699713694985,-0.0005331549149127923,-0.02483424451247673,1.8762376738568682,-0.9800358462896264,-1.71072077831112,1.5043273656655274,0.2262102553064225,0.10725823577102912,0.7099486348011921,0.17163014568523138,0.18244136936550548
2.1346812935660915,2.16507116661293,2.104291420519254,0.06609610975370482,-0.7547076150826089,-1.9504636406747848,-0.4330464636466587,-0.6663142925010868,-0.2482608961248827,-1.50547866112339,1.1430864750738745,-1.1388257644864799,0.06660775636451355,0.041411504961695655,0.09180400776733097,-2.1996918406348542,-0.22332622892482967,-0.8027284793956306,-0.6311169557266461,-0.0358392868727474,0.6342148303117227,-0.979907525654417,-0.44463896009322856,-0.6123980619123601
